Pteropodid-Plant Interactions Database 1985-2020													
S.A. Aziz, K.R. McConkey, K. Tanalgo, T. Sritongchuay, M-R. Low, J.Y. Yong, T.L. Mildenstein, C.E Nuevo-Diego, V.C. Lim & P.A. Racey													
													
Fr = fruit (including fig syconia); Fl = flower (including nectar and/or pollen); L = leaf; Se = seed ingested; B = bark; T = twigs; Sa = sap													
C = conflict; D = diet; FM = foraging movement; P = pollination; SD = seed dispersal; SG = seed/spore germination ; NOTE that 'aspect studied/recorded/observed' does not necessarily mean the bat was confirmed as playing that role.													
NB: Genus or species epithets followed by (?) are those that were either not found in theplantlist.org or are unresolved, and could not be definitively identified or confirmed.													
													
Pteropodid species	Plant family	Plant genus	Plant species	Fr	Fl	L	Se	B	T	Sa	Country/ Region	Reference	Aspect studied/recorded/observed
Pteropus vampyrus	Fabaceae	Erythrina	fusca		x						Philippines (Luzon)	Stier and Mildenstein, 2005	D
Pteropus vampyrus	Fabaceae	Parkia	timoriana		x						Philippines (Luzon)	Stier and Mildenstein, 2005	D
Pteropus vampyrus	Lecythidaceae	Barringtonia	asiatica		x						Indonesia (Krakatau Islands)	Shilton and Whittaker, 2009	D, FM
Pteropus vampyrus	Lythraceae	Sonneratia 	alba	x	x						Malaysia (Sarawak)	Gumal, 2001	D, FM
Pteropus vampyrus	Malvaceae	Bombax	ceiba		x						Philippines (Luzon)	Stier and Mildenstein, 2005	D
Pteropus vampyrus	Malvaceae	Durio 	zibethinus		x						Malaysia (Sarawak)	Gumal, 2001	D, FM
Pteropus vampyrus	Meliaceae	Lansium 	parasiticum	x							Malaysia (Sarawak)	Gumal, 2001	D, FM
Pteropus vampyrus	Moraceae	Artocarpus 	heterophyllus	unknown							Indonesia (Java)	Hengjan et al., 2018	FM
Pteropus vampyrus	Moraceae	Artocarpus 	sericicarpus	x							Malaysia (Sarawak)	Gumal, 2001	D, FM
Pteropus vampyrus	Moraceae	Artocarpus 	tamaran	x							Malaysia (Sarawak)	Gumal, 2001	D, FM
Pteropus vampyrus	Moraceae	Broussonetia	luzonica	x							Philippines (Luzon)	Stier and Mildenstein, 2005	D
Pteropus vampyrus	Moraceae	Ficus	glandulifera	x			x				Philippines (Luzon)	Stier and Mildenstein, 2005	D
Pteropus vampyrus	Moraceae	Ficus	pseudopalma	x			x				Philippines (Luzon)	Stier and Mildenstein, 2005	D
Pteropus vampyrus	Moraceae	Ficus	religiosa	x			x				Philippines (Luzon)	Stier and Mildenstein, 2005	D
Pteropus vampyrus	Moraceae	Ficus	stupenda	unknown							Indonesia (Java)	Hengjan et al., 2018	FM
Pteropus vampyrus	Moraceae	Ficus	subcordata	x			x				Philippines (Luzon)	Stier and Mildenstein, 2005	D
Pteropus vampyrus	Moraceae	Ficus	variegata	x			x				Philippines (Luzon)	Stier and Mildenstein, 2005	D
Pteropus vampyrus	Moraceae	Ficus	sp. 1	x							Malaysia (Sarawak)	Gumal, 2001	D, FM
Pteropus vampyrus	Moraceae	Ficus	sp. 2	x							Malaysia (Sarawak)	Gumal, 2001	D, FM
Pteropus vampyrus	Moraceae	Ficus	spp.	unknown							Indonesia (Java)	Hengjan et al., 2018	FM
Pteropus vampyrus	Musaceae	Musa	sp.		x						Indonesia (Sebesi Island, Krakatau Islands)	Shilton and Whittaker, 2009	D
Pteropus vampyrus	Musaceae	Musa	sp.	x							Malaysia (Sarawak)	Gumal, 2001	D, FM
Pteropus vampyrus	Musaceae	Musa	spp.	unknown							Indonesia (Java)	Hengjan et al., 2018	FM
Pteropus vampyrus	Myrtaceae	Psidium	guajava	x							Philippines (Luzon)	Stier and Mildenstein, 2005	D
Pteropus vampyrus	Myrtaceae	Syzygium 	havilandii	x		x					Malaysia (Sarawak)	Gumal, 2001	D, FM
Pteropus vampyrus	Myrtaceae	Syzygium	spp.		x						Philippines (Luzon)	Stier and Mildenstein, 2005	D
Pteropus vampyrus	Phyllanthaceae	Bridelia	tomentosa	unknown							Indonesia (Java)	Hengjan et al., 2018	FM
Pteropus vampyrus	Pittosporaceae	Pittosporum	moluccanum (?)	unknown							Indonesia (Java)	Hengjan et al., 2018	FM
Pteropus vampyrus	Polygalaceae	Xanthophyllum 	cordatum	x							Malaysia (Sarawak)	Gumal, 2001	D, FM
Pteropus vampyrus	Rubiaceae	Nauclea	orientalis	x							Philippines (Luzon)	Stier and Mildenstein, 2005	D
Pteropus vampyrus	Sapindaceae	Nephelium 	lappaceum	x							Malaysia (Sarawak)	Gumal, 2001	D, FM
Pteropus vampyrus	Sapindaceae	Nephelium 	lappaceum	unknown							Indonesia (Java)	Hengjan et al., 2018	FM
Pteropus vampyrus	Sapindaceae	Nephelium 	mangayi	x							Malaysia (Sarawak)	Gumal, 2001	D, FM
Pteropus vampyrus	Sapindaceae	Nephelium 	ophiodes	x							Malaysia (Sarawak)	Gumal, 2001	D, FM
Pteropus vampyrus	Sapotaceae	Chrysophyllum	cainito	x							Philippines (Luzon)	Stier and Mildenstein, 2005	D
Pteropus vampyrus	Sapotaceae	Madhuca 	motleyana	x	x						Malaysia (Sarawak)	Gumal, 2001	D, FM
Pteropus vampyrus	Sapotaceae	Palaquium	sp.	x							Malaysia (Sarawak)	Gumal, 2001	D, FM
Pteropus vampyrus	Sterculiaceae	Pterocymbium	tinctorium		x						Philippines (Luzon)	Stier and Mildenstein, 2005	D
Pteropus vampyrus	Tetramelaceae	Octomeles	sumatrana		x						Philippines (Luzon)	Stier and Mildenstein, 2005	D
Pteropus vampyrus	Thymelaeaceae	Gonystylus	bancanus	x							Malaysia (Peninsula)	Ismail et al., 2011	FM
Pteropus vampyrus	Thymelaeaceae	Gonystylus 	bancanus	x							Malaysia (Sarawak)	Gumal, 2001	D, FM
Pteropus vampyrus	unknown	unknown	unknown	unknown							Malaysia (Peninsula)	Epstein et al., 2009	FM
Pteropus vampyrus	unknown	unknown	unknown	unknown							Timor-Leste	Breed et al., 2010	FM
Pteropus vetulus	Moraceae	Ficus	racemigera	x							New Caledonia	Duron et al., 2017	SG
Pteropus vetulus	Pandanaceae	Freycinetia	sulcata	x							New Caledonia	Duron et al., 2017	SG
Pteropus voeltzkowi	Anacardiaceae	Mangifera	indica	x							Tanzania (Pemba)	Entwistle and Corp, 1997	D
Pteropus voeltzkowi	Combretaceae	Terminalia	catappa	x							Tanzania (Pemba)	Entwistle and Corp, 1997	D
Pteropus voeltzkowi	Moraceae	Artocarpus	altilis	x							Tanzania (Pemba)	Entwistle and Corp, 1997	D
Pteropus voeltzkowi	Moraceae	Ficus	lutea	x			x				Tanzania (Pemba)	Entwistle and Corp, 1997	D, SG
Pteropus voeltzkowi	Moraceae	Ficus	natalensis(?)	x			x				Tanzania (Pemba)	Entwistle and Corp, 1997	D, SG
Pteropus voeltzkowi	Moraceae	Ficus	sur	x							Tanzania (Pemba)	Entwistle and Corp, 1997	D, SG
Pteropus spp. (P. alecto & P. poliocephalus grouped together without species-specific diet)	Acanthaceae	Avicennia	marina var. australasica			x					Australia	Griffith et al., 2020	D
Pteropus spp. (P. alecto & P. poliocephalus grouped together without species-specific diet)	Annonaceae	Annona	glabra	x							Australia	Griffith et al., 2020	D
Pteropus spp. (P. alecto & P. poliocephalus grouped together without species-specific diet)	Arecaceae	Archontophoenix	cunninghamiana	x							Australia	Griffith et al., 2020	D
Pteropus spp. (P. alecto & P. poliocephalus grouped together without species-specific diet)	Arecaceae	Livistona	australis	x							Australia	Griffith et al., 2020	D
Pteropus spp. (P. alecto & P. poliocephalus grouped together without species-specific diet)	Casuarinaceae	Casuarina	glauca		x						Australia	Griffith et al., 2020	D
Pteropus spp. (P. alecto & P. poliocephalus grouped together without species-specific diet)	Meliaceae	Melia	azedarach	x							Australia	Griffith et al., 2020	D
Pteropus spp. (P. alecto & P. poliocephalus grouped together without species-specific diet)	Moraceae	Ficus	spp.	x							Australia	Griffith et al., 2020	D
Pteropus spp. (P. alecto & P. poliocephalus grouped together without species-specific diet)	Myrtaceae	Eucalyptus	spp.		x						Australia	Griffith et al., 2020	D
Pteropus spp. (P. alecto & P. poliocephalus grouped together without species-specific diet)	Myrtaceae	Melaleuca	spp.		x						Australia	Griffith et al., 2020	D
Pteropus spp. (P. alecto & P. poliocephalus grouped together without species-specific diet)	Myrtaceae	Psidium	guajava	x							Australia	Griffith et al., 2020	D
Pteropus spp. (P. alecto & P. poliocephalus grouped together without species-specific diet)	Myrtaceae	Syzygium	spp.	x							Australia	Griffith et al., 2020	D
Pteropus spp. (P. alecto & P. poliocephalus grouped together without species-specific diet)	Oleaceae	Ligustrum	lucidum	x							Australia	Griffith et al., 2020	D
Pteropus spp. (P. alecto & P. poliocephalus grouped together without species-specific diet)	Podocarpaceae	Podocarpus	elatus	x							Australia	Griffith et al., 2020	D
Pteropus spp. (P. alecto & P. poliocephalus grouped together without species-specific diet)	Proteaceae	Banksia	spp.		x						Australia	Griffith et al., 2020	D
Pteropus spp. (P. alecto & P. poliocephalus grouped together without species-specific diet)	Proteaceae	Grevillea	robusta		x						Australia	Griffith et al., 2020	D
Pteropus spp. (P. alecto & P. poliocephalus grouped together without species-specific diet)	Proteaceae	Macadamia	spp.		x						Australia	Griffith et al., 2020	D
Pteropus spp. (P. alecto & P. poliocephalus grouped together without species-specific diet)	Rhamnaceae	Alphitonia	excelsa	x							Australia	Griffith et al., 2020	D
Pteropus spp. (P. alecto & P. poliocephalus grouped together without species-specific diet)	Rubiaceae	Morinda	jasminoides	x							Australia	Griffith et al., 2020	D
Pteropus spp. (P. alecto & P. poliocephalus grouped together without species-specific diet)	Rutaceae	Citrus	spp.	x							Australia	Griffith et al., 2020	D
Pteropus spp. (P. alecto & P. poliocephalus grouped together without species-specific diet)	Solanaceae	Solanum	mauritianum	x							Australia	Griffith et al., 2020	D
Pteropus spp. (P. alecto & P. poliocephalus grouped together without species-specific diet)	Urticaceae	Dendrocnide	excelsa	x							Australia	Griffith et al., 2020	D
Pteropus spp. (P. alecto & P. poliocephalus grouped together without species-specific diet)	Vitaceae	Cissus	spp.	x							Australia	Griffith et al., 2020	D
Pteropus spp. (Australian species)	unknown	unknown	unknown	x							Australia	Martin, 2011	C
Pteropus spp.	unknown	unknown	unknown	x							Tonga (Vava'u Islands)	Fall et al., 2007	SD
Pteropus spp. (Australian species)	unknown	unknown	unknown	unknown							Australia	Paez et al., 2018	FM
Rousettus aegypticus	Anacardiaceae	Mangifera	sp.	unknown							Egypt	Bachorec et al., 2020	FM
Rousettus aegypticus	Anacardiaceae	Mangifera	sp.	unknown							Israel	Toledo et al., 2020	FM
Rousettus aegypticus	Arecaceae	Phoenix	dactylifera	x							Cyprus	Lucan et al., 2016	D, FM
Rousettus aegypticus	Arecaceae	Phoenix	dactylifera	unknown							Egypt	Bachorec et al., 2020	FM
Rousettus aegypticus	Arecaceae	Phoenix 	dactylifera	x							Israel	Korine et al., 1998	D
Rousettus aegypticus	Arecaceae	Phoenix	dactylifera	x							Israel	Moran and Keidar, 1993	C
Rousettus aegypticus	Arecaceae	Phoenix	dactylifera	x							Israel	Korine et al., 1999	C, D
Rousettus aegypticus	Arecaceae	Phoenix	dactylifera	x							Turkey	Albayrak et al., 2008	D
Rousettus aegypticus	Arecaceae	Phoenix	sp.		x						Cyprus	Lucan et al., 2016	D, FM
Rousettus aegypticus	Arecaceae	Washingtonia	filifera	x							Cyprus	Del Vaglio et al., 2011	D
Rousettus aegypticus	Arecaceae	Washingtonia	filifera	unknown							Israel	Toledo et al., 2020	FM
Rousettus aegypticus	Arecaceae	Washingtonia	robusta	unknown							Israel	Toledo et al., 2020	FM
Rousettus aegypticus	Asparagaceae	Agave	americana		x						Cyprus	Lucan et al., 2016	D, FM
Rousettus aegypticus	Ebenaceae	Diospyros	kaki								Israel	Korine et al., 1999	C, D
Rousettus aegypticus	Ebenaceae	Diospyros	whyteana	x							South Africa	Barclay and Jacobs, 2011	FM
Rousettus aegypticus	Ebenaceae	Diospyros	kaki	x							Turkey	Albayrak et al., 2008	D
Rousettus aegypticus	Ebenaceae	Diospyros	whyteana	x							South Africa	Barclay and Jacobs, 2011	FM
Rousettus aegypticus	Ericaceae	Arbutus	andrachne	x							Cyprus	Del Vaglio et al., 2011	D
Rousettus aegypticus	Ericaceae	Arbutus	andrachne	x			x				Israel	Izhaki et al., 1995	D, SD, SG
Rousettus aegypticus	Ericaceae	Arbutus 	andrachne	x			x				Israel	Korine et al., 1998	D
Rousettus aegypticus	Ericaceae	Arbutus	andrachne	x							Israel	Korine et al., 1999	D
Rousettus aegypticus	Fabaceae	Ceratonia 	siliqua	x							Israel	Korine et al., 1998	D
Rousettus aegypticus	Fabaceae	Ceratonia	siliqua	x							Cyprus	Del Vaglio et al., 2011	D
Rousettus aegypticus	Fabaceae	Ceratonia	siliqua	x							Israel	Moran and Keidar, 1993	C
Rousettus aegypticus	Fabaceae	Ceratonia	siliqua	x							Israel	Izhaki et al., 1995	D, FM, SD, SG
Rousettus aegypticus	Fabaceae	Ceratonia	siliqua	x							Israel	Korine et al., 1999	D
Rousettus aegypticus	Fabaceae	Ceratonia	siliqua	unknown							Israel	Toledo et al., 2020	FM
Rousettus aegypticus	Lythraceae	Punica	granatum	x							Israel	Moran and Keidar, 1993	C
Rousettus aegypticus	Lythraceae	Punica	granatum	x							Turkey	Albayrak et al., 2008	D
Rousettus aegypticus	Malvaceae	Adansonia	digitata		x						Kenya	Baum, 1995	P
Rousettus aegypticus	Meliaceae	Melia	azedarach	x							Cyprus	Lucan et al., 2016	D, FM
Rousettus aegypticus	Meliaceae	Melia	azedarach	x							Cyprus	Del Vaglio et al., 2011	D
Rousettus aegypticus	Meliaceae	Melia 	azedarach	x							Israel	Izhaki et al., 1995	D, FM
Rousettus aegypticus	Meliaceae	Melia 	azedarach	x							Israel	Korine et al., 1998	D
Rousettus aegypticus	Meliaceae	Melia	azedarach	x							Israel	Korine et al., 1999	D
Rousettus aegypticus	Meliaceae	Melia	azedarach	unknown							Israel	Toledo et al., 2020	FM
Rousettus aegypticus	Meliaceae	Melia	azedarach	x			x				Turkey	Albayrak et al., 2008	D
Rousettus aegypticus	Moraceae	Ficus	benghalensis	unknown							Israel	Toledo et al., 2020	FM
Rousettus aegypticus	Moraceae	Ficus	benjamina	unknown							Israel	Toledo et al., 2020	FM
Rousettus aegypticus	Moraceae	Ficus	carica	x							Cyprus	Lucan et al., 2016	D, FM
Rousettus aegypticus	Moraceae	Ficus 	carica	x			x				Israel	Korine et al., 1998	D
Rousettus aegypticus	Moraceae	Ficus	carica	x							Israel	Moran and Keidar, 1993	C
Rousettus aegypticus	Moraceae	Ficus	carica	x			x				Israel	Izhaki et al., 1995	D, SD, SG
Rousettus aegypticus	Moraceae	Ficus	carica	x							Israel	Korine et al., 1999	C, D
Rousettus aegypticus	Moraceae	Ficus	carica	unknown							Israel	Toledo et al., 2020	FM
Rousettus aegypticus	Moraceae	Ficus	carica	x							Turkey	Albayrak et al., 2008	D
Rousettus aegypticus	Moraceae	Ficus	elastica	x							Turkey	Albayrak et al., 2008	D
Rousettus aegypticus	Moraceae	Ficus 	microcarpa	x							Israel	Korine et al., 1998	D
Rousettus aegypticus	Moraceae	Ficus 	microcarpa	unknown							Israel	Toledo et al., 2020	FM
Rousettus aegypticus	Moraceae	Ficus 	obliqua	unknown							Israel	Toledo et al., 2020	FM
Rousettus aegypticus	Moraceae	Ficus	punctata	x							Israel	Korine et al., 1999	D
Rousettus aegypticus	Moraceae	Ficus	religiosa	x		x					Israel	Korine et al., 1999	D
Rousettus aegypticus	Moraceae	Ficus	religiosa	unknown							Israel	Toledo et al., 2020	FM
Rousettus aegypticus	Moraceae	Ficus	rubiginosa	x							Israel	Korine et al., 1999	D
Rousettus aegypticus	Moraceae	Ficus	sur	x							South Africa	Barclay and Jacobs, 2011	D, FM
Rousettus aegypticus	Moraceae	Ficus 	sycomorus	x							Israel	Korine et al., 1998	D
Rousettus aegypticus	Moraceae	Ficus	sycomorus	x							Israel	Korine et al., 1999	D
Rousettus aegypticus	Moraceae	Ficus	sycomorus	unknown							Israel	Toledo et al., 2020	FM
Rousettus aegypticus	Moraceae	Ficus	sp.	x							Cyprus	Del Vaglio et al., 2011	C, D
Rousettus aegypticus	Moraceae	Ficus	sp.	unknown							Egypt	Bachorec et al., 2020	FM
Rousettus aegypticus	Moraceae	Ficus	spp.	unknown							Israel	Toledo et al., 2020	FM
Rousettus aegypticus	Moraceae	Morus	alba	unknown							Israel	Toledo et al., 2020	FM
Rousettus aegypticus	Moraceae	Morus	nigra	x			x				Israel	Izhaki et al., 1995	D, FM, SD, SG
Rousettus aegypticus	Moraceae	Morus	nigra	x			x				Israel	Korine et al., 1998	D
Rousettus aegypticus	Moraceae	Morus	nigra	x							Israel	Korine et al., 1999	D
Rousettus aegypticus	Moraceae	Morus	nigra	unknown							Israel	Toledo et al., 2020	FM
Rousettus aegypticus	Moraceae	Morus	sp	x							Cyprus	Del Vaglio et al., 2011	C, D
Rousettus aegypticus	Moraceae	Morus	sp.	x							Turkey	Albayrak et al., 2008	D
Rousettus aegypticus	Musaceae	Musa	sp.	unknown							Egypt	Bachorec et al., 2020	FM
Rousettus aegypticus	Myrtaceae	Eucalyptus	spp.		x						Cyprus	Lucan et al., 2016	D, FM
Rousettus aegypticus	Myrtaceae	Eugenia	uniflora	x							Israel	Korine et al., 1999	D
Rousettus aegypticus	Myrtaceae	Myrtus	communis	x							Cyprus	Lucan et al., 2016	D, FM
Rousettus aegypticus	Myrtaceae	Psidium	guajava	unknown							Egypt	Bachorec et al., 2020	FM
Rousettus aegypticus	Podocarpaceae	Podocarpus	falcatus	x							South Africa	Barclay and Jacobs, 2011	D, FM
Rousettus aegypticus	Podocarpaceae	Podocarpus	falcatus	x							South Africa	Barclay and Jacobs, 2011	D, FM
Rousettus aegypticus	Rhamnaceae	Ziziphus 	jujuba	unknown							Egypt	Bachorec et al., 2020	FM
Rousettus aegypticus	Rhamnaceae	Ziziphus 	spina-christi	x							Israel	Izhaki et al., 1995	D, SD, SG
Rousettus aegypticus	Rhamnaceae	Ziziphus 	spina-christi	x							Israel	Korine et al., 1998	D
Rousettus aegypticus	Rosaceae	Crataegus	azarolus	x							Cyprus	Del Vaglio et al., 2011	D
Rousettus aegypticus	Rosaceae	Eriobotrya	japonica	x							South Africa	Barclay and Jacobs, 2011	D, FM
Rousettus aegypticus	Rosaceae	Eriobotrya	japonica	x							Cyprus 	Hadjisterkotis, 2006	C
Rousettus aegypticus	Rosaceae	Eriobotrya	japonica	x							Cyprus 	Del Vaglio et al., 2011	C, D
Rousettus aegypticus	Rosaceae	Eriobotrya 	japonica	x							Israel	Korine et al., 1998	D
Rousettus aegypticus	Rosaceae	Eriobotrya	japonica	x							Israel	Moran and Keidar, 1993	C
Rousettus aegypticus	Rosaceae	Eriobotrya	japonica	x							Israel	Izhaki et al., 1995	D, FM, SD, SG
Rousettus aegypticus	Rosaceae	Eriobotrya	japonica	x							Israel	Korine et al., 1999	C, D
Rousettus aegypticus	Rosaceae	Eriobotrya	japonica	unknown							Israel	Toledo et al., 2020	FM
Rousettus aegypticus	Rosaceae	Eriobotrya	japonica	x			x				Turkey	Albayrak et al., 2008	C, D
Rousettus aegypticus	Rosaceae	Malus	domestica	x							Israel	Moran and Keidar, 1993	C
Rousettus aegypticus	Rosaceae	Malus	sp.	x							Turkey	Albayrak et al., 2008	D
Rousettus aegypticus	Rosaceae	Prunus	dulcis		x						Israel	Moran and Keidar, 1993	C
Rousettus aegypticus	Rosaceae	Prunus	persica	x	x						Israel	Moran and Keidar, 1993	C
Rousettus aegypticus	Rosaceae	Prunus	persica	x							Turkey	Albayrak et al., 2008	D
Rousettus aegypticus	Rosaceae	Prunus	sp. (Apricot)	x							Turkey	Albayrak et al., 2008	D
Rousettus aegypticus	Rosaceae	Prunus	sp. (Cherry)	x							Turkey	Albayrak et al., 2008	D
Rousettus aegypticus	Rosaceae	Prunus	sp. (Plum)	x							Turkey	Albayrak et al., 2008	D
Rousettus aegypticus	Rosaceae	Pyrus	communis	x							Israel	Moran and Keidar, 1993	C
Rousettus aegypticus	Rosaceae	Pyrus	sp.	x							Cyprus	Del Vaglio et al., 2011	C, D
Rousettus aegypticus	Rutaceae	Citrus	grandis	x							Israel	Moran and Keidar, 1993	C
Rousettus aegypticus	Rutaceae	Citrus	limon	x							Cyprus	Lucan et al., 2016	D, FM
Rousettus aegypticus	Rutaceae	Citrus	reticulata	x							Cyprus	Lucan et al., 2016	D, FM
Rousettus aegypticus	Rutaceae	Citrus	reticulata	x							Israel	Moran and Keidar, 1993	C
Rousettus aegypticus	Rutaceae	Citrus	sp.	x							Cyprus	Del Vaglio et al., 2011	C, D
Rousettus aegypticus	Rutaceae	Citrus	sp.	unknown							Egypt	Bachorec et al., 2020	FM
Rousettus aegypticus	Rutaceae	Citrus	sp.	x							Turkey	Albayrak et al., 2008	D
Rousettus aegypticus	Sapindaceae	Litchi	chinensis	x							South Africa	Jacobsen et al., 1986	C, FM
Rousettus aegypticus	Sapindaceae	Litchi	chinensis	x							Israel	Moran and Keidar, 1993	C
Rousettus aegypticus	Styracaceae	Styrax	officinalis	x							Cyprus	Del Vaglio et al., 2011	D
Rousettus aegypticus	Verbenaceae	Lantana	sp.		x						Israel	Korine et al., 1999	D
Rousettus aegypticus	Vitaceae	Vitis	vinifera	x							Turkey	Albayrak et al., 2008	D
Rousettus aegypticus	unknown	unknown	unknown	x							Cyprus	Hadjisterkotis, 2006	C
Rousettus aegypticus	unknown	unknown	unknown	x							Israel	Tsoar, 2011	D, FM, SD
Rousettus aegypticus	unknown	unknown	unknown	x							Israel	Harten et al., 2020	FM
Rousettus aegypticus	unknown	unknown	unknown	unknown							Kenya	McFarlane and Lundberg, 2009	FM
Rousettus amplexicaudatus	Bignoniaceae	Oroxylum	indicum		x						Malaysia (Peninsula)	Nor Zalipah, 2014	D
Rousettus amplexicaudatus	Elaeocarpaceae	Elaeocarpus	stipularis var. stipularis	x							Malaysia (Peninsula)	Hodgkison et al., 2004	D
Rousettus amplexicaudatus	Lythraceae	Sonneratia	ovata		x						Malaysia (Peninsula)	Nor Zalipah, 2014	D
Rousettus amplexicaudatus	Lythraceae	Sonneratia	sp.		x						Malaysia (Peninsula)	Nor Zalipah, 2014	D
Rousettus amplexicaudatus	Malvaceae	Durio	sp.		x						Malaysia (Peninsula)	Nor Zalipah, 2014	D
Rousettus amplexicaudatus	Meliaceae	Lansium	parasiticum	x							Thailand	Stewart et al., 2014	D, FM
Rousettus amplexicaudatus	Moraceae	Ficus	fistulosa	x			x				Indonesia (Krakatau Islands)	Shilton and Whittaker, 2009	D, FM, SD
Rousettus amplexicaudatus	Moraceae	Ficus	fulva	x			x				Indonesia (Krakatau Islands)	Shilton and Whittaker, 2009	D, FM, SD
Rousettus amplexicaudatus	Moraceae	Ficus	hispida	x			x				Indonesia (Krakatau Islands)	Shilton and Whittaker, 2009	D, FM, SD
Rousettus amplexicaudatus	Moraceae	Ficus	nervosa pubinervis	x			x				Indonesia (Krakatau Islands)	Shilton and Whittaker, 2009	D, SD
Rousettus amplexicaudatus	Moraceae	Ficus	septica	x			x				Indonesia (Krakatau Islands)	Shilton and Whittaker, 2009	D, FM, SD
Rousettus amplexicaudatus	Moraceae	Ficus	variegata	x			x				Indonesia (Krakatau Islands)	Shilton and Whittaker, 2009	D, FM, SD
Rousettus amplexicaudatus	Musaceae	Musa	paradisiaca	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM
Rousettus amplexicaudatus	Myrtaceae	Melaleuca	cajuputi		x						Malaysia (Peninsula)	Nor Zalipah, 2014	D
Rousettus amplexicaudatus	Rubiaceae	Timonius 	finlaysonianus	x			x				Indonesia (Krakatau Islands)	Shilton and Whittaker, 2009	D, FM, SD
Rousettus amplexicaudatus	Sapotaceae	Manilkara	zapota	x							Philippines (Mindanao)	Bacordo et al., 2019	D, FM
Rousettus amplexicaudatus	Urticaceae	Pipturus 	argenteus	x			x				Indonesia (Krakatau Islands)	Shilton and Whittaker, 2009	D, FM, SD
Rousettus amplexicaudatus	unknown	unknown	unknown		x						Indonesia (Java)	Soegiharto et al., 2010	D
Rousettus amplexicaudatus	unknown	unknown	unknown		x						Indonesia (Lombok)	Kitchener et al., 1990	D
